record_type,area_code,sec,subsection_code,airport_icao,icao_code,sub,vor_ident,navaid_icao_code,vor_frequency,navaid_class,vor_latitude,vor_longitude,dme_ident,dme_latitude,dme_longitude,station_declination,dme_elevation,figure_of_merit,ils_dme_bias,frequency_protection,datum_code,vor_name,sim_cont_appl_code,sim_cont_appl_label,sim_cont_sim_facility_characteristics,sim_cont_sim_magnetic_variation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123,changed_field_count,changed_fields
S,EEU,D,,,,,LBN,EV,11290,VDL,N56462400,E026210800,,N56462400,E026210800,E0100,00300,1,,553,WGE,TRAKSHI,S,Simulation application continuation,UN,E0095,,72191,2505,SEEUD        LBN   EV111290VDL  N56462400E026210800    N56462400E026210800E0100003001  553WGETRAKSHI                       ,SEEUD        LBN   EV2S    UN                                             E0095                                            ,7,"navaid_class,station_declination,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,LEP,EV,11695,VDH,N56304600,E021050510,,N56304600,E021050510,E0090,00100,2,,475,WGE,LIEPAJA,S,Simulation application continuation,UU,E0079,,72203,2311,SEEUD        LEP   EV111695VDH  N56304600E021050510    N56304600E021050510E0090001002  475WGELIEPAJA                       ,SEEUD        LEP   EV2S    UU                                             E0079                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LHT,ZB,11250,VDHW,N43244800,E112073600,,N43244800,E112073600,W0070,03327,2,,581,WGE,ERENHOT,S,Simulation application continuation,UY,W0069,03327,72207,2507,SEEUD        LHT   ZB111250VDHW N43244800E112073600    N43244800E112073600W0070033272  581WGEERENHOT                       ,SEEUD        LHT   ZB2S    UY                                             W006903327                                       ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,LIV,UK,11550,VDHW,N49484300,E023570500,,N49484300,E023570500,E0060,01094,2,,593,WGE,LVIV,S,Simulation application continuation,UN,E0070,01094,72215,1812,SEEUD        LIV   UK111550VDHW N49484300E023570500    N49484300E023570500E0060010942  593WGELVIV                          ,SEEUD        LIV   UK2S    UN                                             E007001094                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,,,,LJB,ZY,11590,VDHW,N43462400,E125510600,,N43462400,E125510600,W0110,00653,2,,540,WGE,WANCHANG,S,Simulation application continuation,UN,W0106,00653,72219,2507,SEEUD        LJB   ZY111590VDHW N43462400E125510600    N43462400E125510600W0110006532  540WGEWANCHANG                      ,SEEUD        LJB   ZY2S    UN                                             W010600653                                       ,4,"station_declination,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,LKN,UL,11695,VDHW,N64533200,E045433500,,N64533200,E045433500,E0190,00197,2,,,WGE,LESHUKONSKOYE,S,Simulation application continuation,UN,E0201,00197,72223,1904,SEEUD        LKN   UL111695VDHW N64533200E045433500    N64533200E045433500E0190001972     WGELESHUKONSKOYE                 ,SEEUD        LKN   UL2S    UN                                             E020100197                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LLR,EV,10860,VTH,N56453230,E024505760,,N56453230,E024505760,E0080,00200,2,,410,WGE,LIELVARDE,S,Simulation application continuation,UN,E0091,,72229,2303,SEEUD        LLR   EV110860VTH  N56453230E024505760    N56453230E024505760E0080002002  410WGELIELVARDE                     ,SEEUD        LLR   EV2S    UN                                             E0091                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LMN,ZG,11630,VDHW,N23385400,E114193600,,N23385400,E114193600,W0030,00128,2,,368,WGE,LONGMEN,S,Simulation application continuation,UN,W0036,00128,72233,2501,SEEUD        LMN   ZG111630VDHW N23385400E114193600    N23385400E114193600W0030001282  368WGELONGMEN                       ,SEEUD        LMN   ZG2S    UN                                             W003600128                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LNY,ZS,11280,VDHW,N35030000,E118244800,,N35030000,E118244800,W0060,00243,2,,404,WGE,LINYI,S,Simulation application continuation,UN,W0069,00243,72237,2311,SEEUD        LNY   ZS111280VDHW N35030000E118244800    N35030000E118244800W0060002432  404WGELINYI                         ,SEEUD        LNY   ZS2S    UN                                             W006900243                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LON,ZG,11220,VDHW,N22212400,E106520600,,N22212400,E106520600,W0020,00001,2,,316,WGE,LONGZHOU,S,Simulation application continuation,UN,W0020,,72239,1406,SEEUD        LON   ZG111220VDHW N22212400E106520600    N22212400E106520600W0020000012  316WGELONGZHOU                      ,SEEUD        LON   ZG2S    UN                                             W0020                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,LOZ,EP,11240,VDL,N51463390,E019372930,,N51463390,E019372930,E0060,00800,1,,400,WGE,WIACZYN DOLNY,S,Simulation application continuation,UU,E0065,00800,72241,2406,SEEUD        LOZ   EP111240VDL  N51463390E019372930    N51463390E019372930E0060008001  400WGEWIACZYN DOLNY                 ,SEEUD        LOZ   EP2S    UU                                             E006500800                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MGL,UM,11675,VDH,N53571010,E030054410,,N53571010,E030054410,E0090,00700,2,,491,WGE,MAHILIOU,S,Simulation application continuation,UN,E0095,,72275,2104,SEEUD        MGL   UM111675VDH  N53571010E030054410    N53571010E030054410E0090007002  491WGEMAHILIOU                      ,SEEUD        MGL   UM2S    UN                                             E0095                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MKL,UR,11320,VDLW,N42474000,E047400420,,N42474000,E047400420,E0070,00001,1,,513,WGE,MAKHACHKALA,S,Simulation application continuation,UN,E0074,00001,72285,2510,SEEUD        MKL   UR111320VDLW N42474000E047400420    N42474000E047400420E0070000011  513WGEMAKHACHKALA                   ,SEEUD        MKL   UR2S    UN                                             E007400001                                       ,10,"navaid_class,vor_latitude,vor_longitude,dme_latitude,dme_longitude,figure_of_merit,frequency_protection,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,MLJ,ZS,11705,VDHW,N31504200,E118511800,,N31504200,E118511800,W0060,00062,2,,576,WGE,MOLING,S,Simulation application continuation,UN,W0062,00062,72293,2210,SEEUD        MLJ   ZS111705VDHW N31504200E118511800    N31504200E118511800W0060000622  576WGEMOLING                        ,SEEUD        MLJ   ZS2S    UN                                             W006200062                                       ,3,"frequency_protection,sim_cont_sim_file_record_number,primary_1_123"
S,EEU,D,,,,,MNS,UC,11340,VDHW,N43040092,E074311527,,N43040092,E074311527,E0060,02090,2,,400,WGE,MANAS,S,Simulation application continuation,UN,E0056,02090,72303,2409,SEEUD        MNS   UC111340VDHW N43040092E074311527    N43040092E074311527E0060020902  400WGEMANAS                         ,SEEUD        MNS   UC2S    UN                                             E005602090                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MOL,EP,11660,VDH,N52270860,E020404000,,N52270860,E020404000,E0050,00400,2,,329,WGE,MODLIN,S,Simulation application continuation,UU,E0069,00400,72315,2406,SEEUD        MOL   EP111660VDH  N52270860E020404000    N52270860E020404000E0050004002  329WGEMODLIN                        ,SEEUD        MOL   EP2S    UU                                             E006900400                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MOR,UR,11340,VDHW,N48203000,E041480100,,N48203000,E041480100,E0080,00220,2,,429,WGE,MOROZOVSK,S,Simulation application continuation,UN,E0093,00220,72317,1112,SEEUD        MOR   UR111340VDHW N48203000E041480100    N48203000E041480100E0080002202  429WGEMOROZOVSK                     ,SEEUD        MOR   UR2S    UN                                             E009300220                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MOU,ZH,11495,VDLW,N30364200,E114591800,,N30364200,E114591800,W0050,00367,1,,,WGE,HUILONGSHAN,S,Simulation application continuation,UN,W0051,00367,72319,2308,SEEUD        MOU   ZH111495VDLW N30364200E114591800    N30364200E114591800W0050003671     WGEHUILONGSHAN                   ,SEEUD        MOU   ZH2S    UN                                             W005100367                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,MRA,EP,11730,VDHW,N53470600,E021075800,,N53470600,E021075800,E0050,00600,2,,382,WGE,MRAGOWO,S,Simulation application continuation,UN,E0073,00600,72325,2406,SEEUD        MRA   EP111730VDHW N53470600E021075800    N53470600E021075800E0050006002  382WGEMRAGOWO                       ,SEEUD        MRA   EP2S    UN                                             E007300600                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,NGB,ZS,11630,VDHW,N29494405,E121274447,,N29494405,E121274447,W0060,00028,2,,302,WGE,NINGBO,S,Simulation application continuation,UN,W0062,00028,72357,2111,SEEUD        NGB   ZS111630VDHW N29494405E121274447    N29494405E121274447W0060000282  302WGENINGBO                        ,SEEUD        NGB   ZS2S    UN                                             W006200028                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,NRM,UL,11230,VDHW,N67381700,E053063930,,N67381700,E053063930,E0240,00100,2,,,WGE,NARYAN-MAR,S,Simulation application continuation,UN,E0246,00100,72387,2101,SEEUD        NRM   UL111230VDHW N67381700E053063930    N67381700E053063930E0240001002     WGENARYAN-MAR                    ,SEEUD        NRM   UL2S    UN                                             E024600100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,NTG,ZS,11560,VDHW,N32055385,E120584567,,N32055385,E120584567,W0050,00062,2,,509,WGE,NANTONG,S,Simulation application continuation,UN,W0067,00062,72395,1708,SEEUD        NTG   ZS111560VDHW N32055385E120584567    N32055385E120584567W0050000622  509WGENANTONG                       ,SEEUD        NTG   ZS2S    UN                                             W006700062                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,NWK,US,11230,VDHW,N60563820,E076280100,,N60563820,E076280100,E0160,00200,2,,470,WGE,NIZHNEVARTOVSK,S,Simulation application continuation,UN,E0156,00200,72401,2504,SEEUD        NWK   US111230VDHW N60563820E076280100    N60563820E076280100E0160002002  470WGENIZHNEVARTOVSK                ,SEEUD        NWK   US2S    UN                                             E015600200                                       ,8,"vor_latitude,dme_latitude,dme_elevation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,OKC,EP,11345,VDH,N52101110,E020573620,,N52101110,E020573620,E0060,00400,2,,539,WGE,OKECIE (WARSAW),S,Simulation application continuation,UN,E0069,00400,72421,2406,SEEUD        OKC   EP111345VDH  N52101110E020573620    N52101110E020573620E0060004002  539WGEOKECIE (WARSAW)               ,SEEUD        OKC   EP2S    UN                                             E006900400                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,OKF,LK,11315,VDHW,N48580903,E015324408,,N48580903,E015324408,E0050,01600,2,,,WGE,DESNA,S,Simulation application continuation,UN,E0052,,72423,2112,SEEUD        OKF   LK111315VDHW N48580903E015324408    N48580903E015324408E0050016002     WGEDESNA                         ,SEEUD        OKF   LK2S    UN                                             E0052                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,OKG,LK,11570,VDHW,N50035453,E012242066,,N50035453,E012242066,E0040,01600,2,,305,WGE,CHEB,S,Simulation application continuation,UN,E0046,,72425,2112,SEEUD        OKG   LK111570VDHW N50035453E012242066    N50035453E012242066E0040016002  305WGECHEB                          ,SEEUD        OKG   LK2S    UN                                             E0046                                            ,5,"frequency_protection,sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,OKX,LK,11485,VDHW,N50540965,E015015484,,N50540965,E015015484,E0050,01300,2,,228,WGE,FRYDLANT,S,Simulation application continuation,UN,E0053,,72429,2112,SEEUD        OKX   LK111485VDHW N50540965E015015484    N50540965E015015484E0050013002  228WGEFRYDLANT                      ,SEEUD        OKX   LK2S    UN                                             E0053                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,OMS,UN,11390,VDHW,N54573210,E073174160,,N54573210,E073174160,E0120,00330,2,,405,WGE,TSENTRALNY (OMSK),S,Simulation application continuation,UN,E0120,00330,72435,2506,SEEUD        OMS   UN111390VDHW N54573210E073174160    N54573210E073174160E0120003302  405WGETSENTRALNY (OMSK)             ,SEEUD        OMS   UN2S    UN                                             E012000330                                       ,10,"vor_latitude,vor_longitude,dme_latitude,dme_longitude,dme_elevation,sim_cont_sim_facility_elevation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,OPT,LR,11710,VDHW,N44353260,E026333660,,N44353260,E026333660,E0050,00300,2,,361,WGE,ROSIORI,S,Simulation application continuation,UN,E0064,00300,72441,2507,SEEUD        OPT   LR111710VDHW N44353260E026333660    N44353260E026333660E0050003002  361WGEROSIORI                       ,SEEUD        OPT   LR2S    UN                                             E006400300                                       ,7,"vor_latitude,vor_longitude,dme_latitude,dme_longitude,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123"
S,EEU,D,,,,,ORN,UW,11360,VDHW,N51475130,E055271230,,N51475130,E055271230,E0110,00400,2,,383,WGE,ORENBURG,S,Simulation application continuation,UN,E0120,00400,72443,2013,SEEUD        ORN   UW111360VDHW N51475130E055271230    N51475130E055271230E0110004002  383WGEORENBURG                      ,SEEUD        ORN   UW2S    UN                                             E012000400                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,ORS,UM,11040,VDH,N54271460,E030202060,,N54271460,E030202060,E0100,00700,2,,411,WGE,ORSHA,S,Simulation application continuation,UN,E0098,00700,72445,2012,SEEUD        ORS   UM111040VDH  N54271460E030202060    N54271460E030202060E0100007002  411WGEORSHA                         ,SEEUD        ORS   UM2S    UN                                             E009800700                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PCT,LH,11475,VTU,N47225340,E017292670,,N47225340,E017292670,E0050,00525,0,,386,WGE,PAPA,S,Simulation application continuation,UN,E0054,,72461,2106,SEEUD        PCT   LH111475VTU  N47225340E017292670    N47225340E017292670E0050005250  386WGEPAPA                          ,SEEUD        PCT   LH2S    UN                                             E0054                                            ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PDV,LB,11490,VDH,N42031230,E024523470,,N42031230,E024523470,E0060,00600,2,,381,WGE,PLOVDIV,S,Simulation application continuation,UU,E0058,00600,72465,2505,SEEUD        PDV   LB111490VDH  N42031230E024523470    N42031230E024523470E0060006002  381WGEPLOVDIV                       ,SEEUD        PDV   LB2S    UU                                             E005800600                                       ,6,"station_declination,sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,PKK,UH,11370,VDHW,N53114110,E158260590,,N53114110,E158260590,W0070,00098,2,,,WGE,YELIZOVO,S,Simulation application continuation,UN,W0075,00098,72473,2302,SEEUD        PKK   UH111370VDHW N53114110E158260590    N53114110E158260590W0070000982     WGEYELIZOVO                      ,SEEUD        PKK   UH2S    UN                                             W007500098                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PPD,LZ,11210,VDH,N49035280,E020210040,,N49035280,E020210040,E0060,02382,2,,427,WGE,TATRY,S,Simulation application continuation,UN,E0062,02382,72495,2310,SEEUD        PPD   LZ111210VDH  N49035280E020210040    N49035280E020210040E0060023822  427WGETATRY                         ,SEEUD        PPD   LZ2S    UN                                             E006202382                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PTB,LH,11710,VDH,N47090800,E018443200,,N47090800,E018443200,E0050,00430,2,,349,WGE,PUSZTASZABOLCS,S,Simulation application continuation,UN,E0056,00430,72509,2106,SEEUD        PTB   LH111710VDH  N47090800E018443200    N47090800E018443200E0050004302  349WGEPUSZTASZABOLCS                ,SEEUD        PTB   LH2S    UN                                             E005600430                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PTG,UN,11340,VDHW,N61355590,E090004800,,N61355550,E090004800,E0080,00200,2,,,WGE,PODKAMENNAYA TUNGUSKA,S,Simulation application continuation,UN,E0074,00200,72511,2413,SEEUD        PTG   UN111340VDHW N61355590E090004800    N61355550E090004800E0080002002     WGEPODKAMENNAYA TUNGUSKA         ,SEEUD        PTG   UN2S    UN                                             E007400200                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PTZ,UL,10925,VDHW,N61531550,E034093970,,N61531550,E034093970,E0140,00200,2,,,WGE,PETROZAVODSK,S,Simulation application continuation,UN,E0143,00200,72517,2504,SEEUD        PTZ   UL110925VDHW N61531550E034093970    N61531550E034093970E0140002002     WGEPETROZAVODSK                  ,SEEUD        PTZ   UL2S    UN                                             E014300200                                       ,6,"station_declination,sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,primary_1_123,sim_cont_1_123"
S,EEU,D,,,,,PUD,ZS,11690,VDHW,N31101800,E121470000,,N31101800,E121470000,W0060,00049,2,,441,WGE,PUDONG,S,Simulation application continuation,UN,W0066,00049,72519,2105,SEEUD        PUD   ZS111690VDHW N31101800E121470000    N31101800E121470000W0060000492  441WGEPUDONG                        ,SEEUD        PUD   ZS2S    UN                                             W006600049                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,PWK,UH,11000,VDHW,N69480870,E170353060,,N69480870,E170353060,W0040,00001,2,,521,WGE,PEVEK,S,Simulation application continuation,UN,W0057,00001,72523,2106,SEEUD        PWK   UH111000VDHW N69480870E170353060    N69480870E170353060W0040000012  521WGEPEVEK                         ,SEEUD        PWK   UH2S    UN                                             W005700001                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,RDO,EP,11385,VDH,N51235990,E021155660,,N51235990,E021155660,E0070,00600,2,,378,WGE,RADOM (WARSAW),S,Simulation application continuation,UN,E0068,00600,72537,2505,SEEUD        RDO   EP111385VDH  N51235990E021155660    N51235990E021155660E0070006002  378WGERADOM (WARSAW)                ,SEEUD        RDO   EP2S    UN                                             E006800600                                       ,4,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_sim_cycle_date,sim_cont_1_123"
S,EEU,D,,,,,RG,UW,11230,VDH,N54322220,E055531300,,N54322220,E055531300,E0130,00492,2,,442,WGE,UFA,S,Simulation application continuation,UU,E0138,00492,72539,1806,SEEUD        RG    UW111230VDH  N54322220E055531300    N54322220E055531300E0130004922  442WGEUFA                           ,SEEUD        RG    UW2S    UU                                             E013800492                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,RIA,EV,11400,VDHW,N56551510,E023575470,,N56551510,E023575470,E0100,00100,2,,442,WGE,RIGA,S,Simulation application continuation,UN,E0089,00100,72541,2205,SEEUD        RIA   EV111400VDHW N56551510E023575470    N56551510E023575470E0100001002  442WGERIGA                          ,SEEUD        RIA   EV2S    UN                                             E008900100                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,RKN,UE,11580,VDHW,N68443600,E161203600,,N68443600,E161203600,W0100,00098,2,,,WGE,CHERSKY,S,Simulation application continuation,UN,W0099,00098,72547,2409,SEEUD        RKN   UE111580VDHW N68443600E161203600    N68443600E161203600W0100000982     WGECHERSKY                       ,SEEUD        RKN   UE2S    UN                                             W009900098                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,RKZ,ZU,11350,VDHW,N29211800,E089161800,,N29211800,E089161800,E0000,12484,2,,578,WGE,RIKAZE,S,Simulation application continuation,UN,E0002,12484,72549,1913,SEEUD        RKZ   ZU111350VDHW N29211800E089161800    N29211800E089161800E0000124842  578WGERIKAZE                        ,SEEUD        RKZ   ZU2S    UN                                             E000212484                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
S,EEU,D,,,,,RUD,EP,11510,VDHW,N52495000,E023422600,,N52495000,E023422600,E0060,00600,2,,343,WGE,SKUPOWO,S,Simulation application continuation,UN,E0077,00600,72567,2406,SEEUD        RUD   EP111510VDHW N52495000E023422600    N52495000E023422600E0060006002  343WGESKUPOWO                       ,SEEUD        RUD   EP2S    UN                                             E007700600                                       ,3,"sim_cont_sim_magnetic_variation,sim_cont_sim_file_record_number,sim_cont_1_123"
