record_type,area_code,sec,sub,icao,runway_id,rwy_length_ft,rwy_mag_brg_tenths,lat_raw,lon_raw,rwy_grad_pct100,lthr_elev_ft,dthr_ft,tch_raw,rwy_width_ft,loc_mls_gls_ident,loc_cat_class,primary_1_123,cont#2_appl_code,cont#2_appl_label,cont#2_1_123
S,EUR,P,G,EGSF,RW10,03238,0940,N52280630,W000152960,,00026,0000,40,075,,,SEURP EGSFEGGRW10    1032380940 N52280630W000152960               00026000040075      0000                                 ,S,Simulation application continuation,SEURP EGSFEGGRW10    2S                            09444Y        L00026                                                    
S,EUR,P,G,EGSF,RW28,03238,2740,N52280410,W000144330,,00026,0364,40,075,,,SEURP EGSFEGGRW28    1032382740 N52280410W000144330               00026036440075      0000                                 ,S,Simulation application continuation,SEURP EGSFEGGRW28    2S                            27445Y        L00026                                                    
S,EUR,P,G,EGTU,RW17,03159,1700,N50520135,W003140890,,00839,0000,40,151,,,SEURP EGTUEGGRW17    1031591700 N50520135W003140890               00839000040151      0000                                 ,S,Simulation application continuation,SEURP EGTUEGGRW17    2S                            16900N        A00839                                                    
S,EUR,P,G,EGTU,RW35,03159,3500,N50513071,W003135993,,00839,0000,40,151,,,SEURP EGTUEGGRW35    1031593500 N50513071W003135993               00839000040151      0000                                 ,S,Simulation application continuation,SEURP EGTUEGGRW35    2S                            34900N        A00839                                                    
S,EUR,P,G,EIDL,RW03,04908,0250,N55022276,W008203817,,00010,0686,50,098,,,SEURP EIDLEIGRW03    1049080250 N55022276W008203817               00010068650098      0000                                 ,S,Simulation application continuation,SEURP EIDLEIGRW03    2S                            02000Y        L00010                                                    
S,EUR,P,G,EIDL,RW21,04908,2050,N55025786,W008201545,,00030,0423,50,098,IFN,,SEURP EIDLEIGRW21    1049082050 N55025786W008201545               00030042350098 IFN  0000                                 ,S,Simulation application continuation,SEURP EIDLEIGRW21    2S                            20000Y        L00030                                                    
S,EUR,P,G,ETNT,RW08,08005,0750,N53324417,E007385787,,00024,0000,50,098,,,SEURP ETNTETGRW08    1080050750 N53324417E007385787               00024000050098      0000                                 ,S,Simulation application continuation,SEURP ETNTETGRW08    2S                            07783Y        T00026                                                    
S,EUR,P,G,ETNT,RW26,08005,2550,N53330079,E007410742,,00019,0000,32,098,INTW,,SEURP ETNTETGRW26    1080052550 N53330079E007410742               00019000032098 INTW 0000                                 ,S,Simulation application continuation,SEURP ETNTETGRW26    2S                            25786Y        T00023                                                    
S,EUR,P,G,LFPQ,RW12,02297,1200,N48422871,E002535719,,00371,0000,40,059,,,SEURP LFPQLFGRW12    1022971200 N48422871E002535719               00371000040059      0000                                 ,S,Simulation application continuation,SEURP LFPQLFGRW12    2S                            12100N        A00371                                                    
S,EUR,P,G,LFPQ,RW30,02297,3000,N48422007,E002541975,,00371,0541,40,059,,,SEURP LFPQLFGRW30    1022973000 N48422007E002541975               00371054140059      0000                                 ,S,Simulation application continuation,SEURP LFPQLFGRW30    2S                            30100N        A00371                                                    
S,EUR,P,G,LFPT,RW05,05541,0440,N49051596,E002013863,,00274,0000,43,154,,,SEURP LFPTLFGRW05    1055410440 N49051596E002013863         +0127300274000043154      0000                                 ,S,Simulation application continuation,SEURP LFPTLFGRW05    2S                            04500Y        L00274                                                    
S,EUR,P,G,LFPT,RW23,05541,2240,N49055093,E002023120,,00312,0561,50,154,,,SEURP LFPTLFGRW23    1055412240 N49055093E002023120         +0138900312056150154      0000                                 ,S,Simulation application continuation,SEURP LFPTLFGRW23    2S                            22500Y        L00312                                                    
S,EUR,P,G,LJSO,RW15,02343,1450,N46240259,E015023314,,01239,0000,40,059,,,SEURP LJSOLJGRW15    1023431450 N46240259E015023314               01239000040059      0000                                 ,S,Simulation application continuation,SEURP LJSOLJGRW15    2S                            14919Y        A01239                                                    
S,EUR,P,G,LJSO,RW33,02343,3250,N46234271,E015025027,,01239,0000,40,059,,,SEURP LJSOLJGRW33    1023433250 N46234271E015025027               01239000040059      0000                                 ,S,Simulation application continuation,SEURP LJSOLJGRW33    2S                            32919Y        A01239                                                    
S,EUR,P,G,LOAV,RW08,01312,0780,N47574169,E016152918,,00767,0000,40,098,,,SEURP LOAVLOGRW08    1013120780 N47574169E016152918               00767000040098      0000                                 ,S,Simulation application continuation,SEURP LOAVLOGRW08    2S                            08300Y        A00767                                                    
S,EUR,P,G,LOAV,RW26,01312,2580,N47574327,E016154832,,00767,0000,40,098,,,SEURP LOAVLOGRW26    1013122580 N47574327E016154832               00767000040098      0000                                 ,S,Simulation application continuation,SEURP LOAVLOGRW26    2S                            26300Y        A00767                                                    
S,EUR,P,G,LOGG,RW15,02625,1440,N47085935,E016185141,,00949,0000,40,059,,,SEURP LOGGLOGRW15    1026251440 N47085935E016185141               00949000040059      0000                                 ,S,Simulation application continuation,SEURP LOGGLOGRW15    2S                            14900N        A00949                                                    
S,EUR,P,G,LOGG,RW33,02625,3240,N47083725,E016191124,,00949,0000,40,059,,,SEURP LOGGLOGRW33    1026253240 N47083725E016191124               00949000040059      0000                                 ,S,Simulation application continuation,SEURP LOGGLOGRW33    2S                            32900N        A00949                                                    
S,EUR,P,G,LOGM,RW15L,01640,1420,N47472885,E015175599,,02822,0000,40,059,,,SEURP LOGMLOGRW15L   1016401420 N47472885E015175599               02822000040059      0000                                 ,S,Simulation application continuation,SEURP LOGMLOGRW15L   2S                            14700N        A02822                                                    
S,EUR,P,G,LOGM,RW33R,01640,3220,N47471520,E015180890,,02822,0000,40,059,,,SEURP LOGMLOGRW33R   1016403220 N47471520E015180890               02822000040059      0000                                 ,S,Simulation application continuation,SEURP LOGMLOGRW33R   2S                            32700N        A02822                                                    
S,LAM,P,G,MDAN,RW12,02953,1200,N19075618,W070134084,,00197,0000,50,049,,,SLAMP MDANMDGRW12    1029531200 N19075618W070134084               00197000050049      0000                                 ,S,Simulation application continuation,SLAMP MDANMDGRW12    2S                            10900N        A00197                                                    
S,LAM,P,G,MDAN,RW30,02953,3000,N19074665,W070131171,,00197,0000,50,049,,,SLAMP MDANMDGRW30    1029533000 N19074665W070131171               00197000050049      0000                                 ,S,Simulation application continuation,SLAMP MDANMDGRW30    2S                            28900N        A00197                                                    
S,MES,P,G,OEKK,RW13,12005,1270,N27544132,E045305014,,01352,0000,50,148,,,SMESP OEKKOEGRW13    1120051270 N27544132E045305014               01352000050148      0000                                 ,S,Simulation application continuation,SMESP OEKKOEGRW13    2S                            13000Y        T01352                                                    
S,MES,P,G,OEKK,RW31,12005,3070,N27532494,E045323263,,01346,0000,53,148,IKMC,,SMESP OEKKOEGRW31    1120053070 N27532494E045323263               01346000053148 IKMC 0000                                 ,S,Simulation application continuation,SMESP OEKKOEGRW31    2S                            31000Y        T01348                                                    
S,MES,P,G,OOGB,RW12,08399,1240,N21230094,E057024698,-0070,00442,0000,50,148,,,SMESP OOGBOOGRW12    1083991240 N21230094E057024698-0070          00442000050148      0000                                 ,S,Simulation application continuation,SMESP OOGBOOGRW12    2S                            12500Y        L00442                                                    
S,MES,P,G,OOGB,RW30,08399,3040,N21221342,E057035999,+0070,00436,0000,50,148,,,SMESP OOGBOOGRW30    1083993040 N21221342E057035999+0070          00436000050148      0000                                 ,S,Simulation application continuation,SMESP OOGBOOGRW30    2S                            30500Y        L00436                                                    
S,MES,P,G,OPGD,RW06,06503,0620,N25134163,E062190747,,00022,0000,50,075,,,SMESP OPGDOPGRW06    1065030620 N25134163E062190747               00022000050075      0000                                 ,S,Simulation application continuation,SMESP OPGDOPGRW06    2S                            06257Y        L00022                                                    
S,MES,P,G,OPGD,RW24,06503,2420,N25141130,E062201033,,00032,0000,50,075,,,SMESP OPGDOPGRW24    1065032420 N25141130E062201033               00032000050075      0000                                 ,S,Simulation application continuation,SMESP OPGDOPGRW24    2S                            24257Y        L00032                                                    
S,PAC,P,G,RPVM,RW04,10860,0468,N10174903,E123580763,+0120,00021,0000,50,148,,,SPACP RPVMRPGRW04    1108600468 N10174903E123580763+0120          00021000050148      0161                                 ,S,Simulation application continuation,SPACP RPVMRPGRW04    2S                            04485Y        T00026                                                    
S,PAC,P,G,RPVM,RW22,10860,2268,N10190543,E123592434,,00031,0000,50,148,,,SPACP RPVMRPGRW22    1108602268 N10190543E123592434               00031000050148      0187                                 ,S,Simulation application continuation,SPACP RPVMRPGRW22    2S                            22485Y        T00034                                                    
S,SAM,P,G,SAOC,RW18,06808,1840,S33050093,W064154137,,01378,0000,50,131,,,SSAMP SAOCSAGRW18    1068081840 S33050093W064154137               01378000050131      0000                                 ,S,Simulation application continuation,SSAMP SAOCSAGRW18    2S                            18000N        L01378                                                    
S,SAM,P,G,SAOC,RW36,06808,0040,S33060829,W064154044,,01352,0000,50,131,,,SSAMP SAOCSAGRW36    1068080040 S33060829W064154044               01352000050131      0000                                 ,S,Simulation application continuation,SSAMP SAOCSAGRW36    2S                            36000N        L01352                                                    
S,SAM,P,G,SBBE,RW02,06004,0250,S01232590,W048283776,,00021,0000,50,148,,,SSAMP SBBESBGRW02    1060040250 S01232590W048283776         -0017700021000050148      0000                                 ,S,Simulation application continuation,SSAMP SBBESBGRW02    2S                            00491Y        L00021                                                    
S,SAM,P,G,SBBE,RW06,09186,0660,S01231686,W048290603,,00037,0000,56,148,IBE,,SSAMP SBBESBGRW06    1091860660 S01231686W048290603         -0012800037000056148 IBE  0000                                 ,S,Simulation application continuation,SSAMP SBBESBGRW06    2S                            04545Y        T00045                                                    
S,SAM,P,G,SBBE,RW20,06004,2050,S01222663,W048283269,,00048,0000,50,148,,,SSAMP SBBESBGRW20    1060042050 S01222663W048283269         -0009400048000050148      0000                                 ,S,Simulation application continuation,SSAMP SBBESBGRW20    2S                            18491Y        L00048                                                    
S,SAM,P,G,SBBE,RW24,09186,2460,S01221290,W048280148,,00052,0000,50,148,,,SSAMP SBBESBGRW24    1091862460 S01221290W048280148         -0008200052000050148      0000                                 ,S,Simulation application continuation,SSAMP SBBESBGRW24    2S                            22545Y        L00052                                                    
S,SAM,P,G,SKUA,RW03,04462,0340,N05313875,W068403906,+0220,00324,0000,50,092,,,SSAMP SKUASKGRW03    1044620340 N05313875W068403906+0220          00324000050092      0000                                 ,S,Simulation application continuation,SSAMP SKUASKGRW03    2S                            02250N        L00324                                                    
S,SAM,P,G,SKUA,RW07,06020,0740,N05310904,W068414656,-0180,00337,0000,50,138,IMDU,,SSAMP SKUASKGRW07    1060200740 N05310904W068414656-0180          00337000050138 IMDU 0000                                 ,S,Simulation application continuation,SSAMP SKUASKGRW07    2S                            06250N        L00337                                                    
S,SAM,P,G,SKUA,RW25,06020,2540,N05313571,W068405322,+0180,00326,0000,50,138,,,SSAMP SKUASKGRW25    1060202540 N05313571W068405322+0180          00326000050138      0000                                 ,S,Simulation application continuation,SSAMP SKUASKGRW25    2S                            24250N        L00326                                                    
S,SAM,P,G,SNLN,RW05,06102,0510,S19214596,W040043129,,00138,0000,50,148,,,SSAMP SNLNSBGRW05    1061020510 S19214596W040043129               00138000050148      0000                                 ,S,Simulation application continuation,SSAMP SNLNSBGRW05    2S                            02700N        L00138                                                    
S,SAM,P,G,SNLN,RW23,06102,2310,S19205212,W040040225,,00132,0000,50,148,,,SSAMP SNLNSBGRW23    1061022310 S19205212W040040225               00132000050148      0000                                 ,S,Simulation application continuation,SSAMP SNLNSBGRW23    2S                            20700N        L00132                                                    
S,SPA,P,G,NWWC,RW09,01969,0960,S19431137,E163393125,,00270,0098,40,066,,,SSPAP NWWCNWGRW09    1019690960 S19431137E163393125               00270009840066      0000                                 ,S,Simulation application continuation,SSPAP NWWCNWGRW09    2S                            10700Y        L00270                                                    
S,SPA,P,G,NWWC,RW27,01969,2760,S19431649,E163394899,,00303,0098,40,066,,,SSPAP NWWCNWGRW27    1019692760 S19431649E163394899               00303009840066      0000                                 ,S,Simulation application continuation,SSPAP NWWCNWGRW27    2S                            28700Y        L00303                                                    
S,SPA,P,G,YCNK,RW17,03599,1764,S32464776,E151202759,,00197,0000,50,075,,,SSPAP YCNKYMGRW17    1035991764 S32464776E151202759               00197000050075      0000                                 ,S,Simulation application continuation,SSPAP YCNKYMGRW17    2S                            18848Y        L00197                                                    
S,SPA,P,G,YCNK,RW35,03599,3564,S32472300,E151202137,,00210,0000,50,075,,,SSPAP YCNKYMGRW35    1035993564 S32472300E151202137               00210000050075      0000                                 ,S,Simulation application continuation,SSPAP YCNKYMGRW35    2S                            00848Y        L00210                                                    
S,SPA,P,G,YSII,RW12,02461,1266,S09223538,E142372260,+0000,00009,0164,40,059,,,SSPAP YSIIYMGRW12    1024611266 S09223538E142372260+0000          00009016440059      0000                                 ,S,Simulation application continuation,SSPAP YSIIYMGRW12    2S                            13187Y        L00009                                                    
S,SPA,P,G,YSII,RW30,02461,3066,S09224993,E142373896,+0000,00008,0098,40,059,,,SSPAP YSIIYMGRW30    1024613066 S09224993E142373896+0000          00008009840059      0000                                 ,S,Simulation application continuation,SSPAP YSIIYMGRW30    2S                            31186Y        L00008                                                    
S,USA,P,G,06FA,RW09,07003,0949,N26542935,W080201831,,00028,0241,54,150,ISYK,,SUSAP 06FAK7GRW09    1070030949 N26542935W080201831               00028024154150 ISYK 0000                                 ,S,Simulation application continuation,SUSAP 06FAK7GRW09    2S                            08999N        T00028                                                    
S,USA,P,G,06FA,RW27,07003,2750,N26542936,W080190627,,00028,0241,50,150,,,SUSAP 06FAK7GRW27    1070032750 N26542936W080190627               00028024150150      0000                                 ,S,Simulation application continuation,SUSAP 06FAK7GRW27    2S                            27000N        T00028                                                    
S,USA,P,G,0J0,RW17,02900,1731,N31361499,W085142020,,00463,0000,40,080,,,SUSAP 0J0 K7GRW17    1029001731 N31361499W085142020               00463000040080      0000                                 ,S,Simulation application continuation,SUSAP 0J0 K7GRW17    2S                            17215N        T00463                                                    
S,USA,P,G,0J0,RW35,02900,3531,N31354656,W085141562,,00463,0000,40,080,,,SUSAP 0J0 K7GRW35    1029003531 N31354656W085141562               00463000040080      0000                                 ,S,Simulation application continuation,SUSAP 0J0 K7GRW35    2S                            35215N        T00463                                                    
S,USA,P,G,0S5,RW15,02495,1512,N46142449,W116142049,,03202,0629,40,030,,,SUSAP 0S5 K1GRW15    1024951512 N46142449W116142049               03202062940030      0000                                 ,S,Simulation application continuation,SUSAP 0S5 K1GRW15    2S                            16924N        L03202                                                    
S,USA,P,G,0S5,RW33,02495,3312,N46141199,W116141705,,03203,0577,40,030,,,SUSAP 0S5 K1GRW33    1024953312 N46141199W116141705               03203057740030      0000                                 ,S,Simulation application continuation,SUSAP 0S5 K1GRW33    2S                            34924N        L03203                                                    
S,USA,P,G,14J,RW01,03050,0163,N31242157,W086052995,,00254,0000,50,075,,,SUSAP 14J K7GRW01    1030500163 N31242157W086052995               00254000050075      0000                                 ,S,Simulation application continuation,SUSAP 14J K7GRW01    2S                            01539N        T00258                                                    
S,USA,P,G,14J,RW19,03050,1963,N31245067,W086052061,,00251,0000,50,075,,,SUSAP 14J K7GRW19    1030501963 N31245067W086052061               00251000050075      0000                                 ,S,Simulation application continuation,SUSAP 14J K7GRW19    2S                            19539N        T00258                                                    
S,USA,P,G,48Y,RW15,03297,1468,N49001065,W095590718,,01082,0000,40,075,,,SUSAP 48Y K3GRW15    1032971468 N49001065W095590718               01082000040075      0000                                 ,S,Simulation application continuation,SUSAP 48Y K3GRW15    2S                            15183N        T01082                                                    
S,USA,P,G,48Y,RW33,03297,3268,N48594197,W095584384,,01067,0000,40,075,,,SUSAP 48Y K3GRW33    1032973268 N48594197W095584384               01067000040075      0000                                 ,S,Simulation application continuation,SUSAP 48Y K3GRW33    2S                            33183N        T01081                                                    
S,USA,P,G,77F,RW17,03204,1723,N31570575,W099590894,,01866,0000,40,050,,,SUSAP 77F K4GRW17    1032041723 N31570575W099590894         +0543001866000040050      0000                                 ,S,Simulation application continuation,SUSAP 77F K4GRW17    2S                            18039N        T01870                                                    
S,USA,P,G,77F,RW35,03204,3523,N31563405,W099590919,,01871,0000,40,050,,,SUSAP 77F K4GRW35    1032043523 N31563405W099590919         +0544701871000040050      0000                                 ,S,Simulation application continuation,SUSAP 77F K4GRW35    2S                            00039N        T01871                                                    
S,USA,P,G,80F,RW17,04001,1748,N34115663,W095385959,,00575,0000,50,060,,,SUSAP 80F K4GRW17    1040011748 N34115663W095385959               00575000050060      0000                                 ,S,Simulation application continuation,SUSAP 80F K4GRW17    2S                            17982N        T00577                                                    
S,USA,P,G,80F,RW35,04001,3548,N34111706,W095385943,,00570,0000,40,060,,,SUSAP 80F K4GRW35    1040013548 N34111706W095385943         +0143900570000040060      0000                                 ,S,Simulation application continuation,SUSAP 80F K4GRW35    2S                            35982N        T00576                                                    
S,USA,P,G,89TS,RW18,05197,1837,N31342622,W095455596,,00215,0000,50,075,,,SUSAP 89TSK4GRW18    1051971837 N31342622W095455596               00215000050075      0000                                 ,S,Simulation application continuation,SUSAP 89TSK4GRW18    2S                            18776N        T00215                                                    
S,USA,P,G,89TS,RW36,05197,0037,N31333526,W095460407,,00209,0000,50,075,,,SUSAP 89TSK4GRW36    1051970037 N31333526W095460407               00209000050075      0000                                 ,S,Simulation application continuation,SUSAP 89TSK4GRW36    2S                            00776N        T00213                                                    
S,USA,P,G,8A0,RW05,06114,0503,N34132469,W086154791,,01003,0000,42,100,,,SUSAP 8A0 K7GRW05    1061140503 N34132469W086154791         +0276501003000042100      0000                                 ,S,Simulation application continuation,SUSAP 8A0 K7GRW05    2S                            04832N        T01015                                                    
S,USA,P,G,8A0,RW23,06114,2303,N34140490,W086145353,,01032,0000,42,100,,,SUSAP 8A0 K7GRW23    1061142303 N34140490W086145353         +0285501032000042100      0000                                 ,S,Simulation application continuation,SUSAP 8A0 K7GRW23    2S                            22833N        T01032                                                    
S,USA,P,G,I74,RW01,03000,0119,N40074081,W083452006,,01060,0000,40,100,,,SUSAP I74 K5GRW01    1030000119 N40074081W083452006               01060000040100      0000                                 ,S,Simulation application continuation,SUSAP I74 K5GRW01    2S                            00790N        L01060                                                    
S,USA,P,G,I74,RW19,03000,1919,N40081017,W083451475,,01060,0000,40,100,,,SUSAP I74 K5GRW19    1030001919 N40081017W083451475               01060000040100      0000                                 ,S,Simulation application continuation,SUSAP I74 K5GRW19    2S                            18790N        L01060                                                    
S,USA,P,G,K78,RW17,04100,1730,N38543486,W097140904,,01152,0000,50,075,,,SUSAP K78 K3GRW17    1041001730 N38543486W097140904         +0322501152000050075      0000                                 ,S,Simulation application continuation,SUSAP K78 K3GRW17    2S                            18007N        T01153                                                    
S,USA,P,G,K78,RW35,04100,3530,N38535433,W097140910,,01150,0000,45,075,,,SUSAP K78 K3GRW35    1041003530 N38535433W097140910         +0321701150000045075      0000                                 ,S,Simulation application continuation,SUSAP K78 K3GRW35    2S                            00007N        T01151                                                    
S,USA,P,G,KAFF,RW08,02493,0848,N38583364,W104491927,,06528,0000,40,075,,,SUSAP KAFFK2GRW08    1024930848 N38583364W104491927               06528000040075      0000                                 ,S,Simulation application continuation,SUSAP KAFFK2GRW08    2S                            09582N        L06528                                                    
S,USA,P,G,KAFF,RW26,02493,2648,N38583114,W104484786,,06576,0000,40,075,,,SUSAP KAFFK2GRW26    1024932648 N38583114W104484786               06576000040075      0000                                 ,S,Simulation application continuation,SUSAP KAFFK2GRW26    2S                            27583N        L06576                                                    
S,USA,P,G,KASY,RW14,04364,1469,N46014288,W099212234,,02019,0000,40,060,,,SUSAP KASYK3GRW14    1043641469 N46014288W099212234               02019000040060      0000                                 ,S,Simulation application continuation,SUSAP KASYK3GRW14    2S                            15498N        T02030                                                    
S,USA,P,G,KASY,RW32,04364,3269,N46010384,W099205620,,02034,0000,40,060,,,SUSAP KASYK3GRW32    1043643269 N46010384W099205620               02034000040060      0000                                 ,S,Simulation application continuation,SUSAP KASYK3GRW32    2S                            33499N        T02034                                                    
S,USA,P,G,KFBG,RW09,04121,0929,N35075410,W078563198,,00240,0000,50,100,,,SUSAP KFBGK7GRW09    1041210929 N35075410W078563198               00240000050100      0000                                 ,S,Simulation application continuation,SUSAP KFBGK7GRW09    2S                            08593N        T00242                                                    
S,USA,P,G,KFBG,RW27,04121,2729,N35075699,W078554251,,00223,0000,50,100,,,SUSAP KFBGK7GRW27    1041212729 N35075699W078554251               00223000050100      0000                                 ,S,Simulation application continuation,SUSAP KFBGK7GRW27    2S                            26594N        T00242                                                    
S,USA,P,G,KGAD,RW18,04806,1832,N33585674,W086050934,,00542,0000,40,100,,,SUSAP KGADK7GRW18    1048061832 N33585674W086050934         +0136200542000040100      0000                                 ,S,Simulation application continuation,SUSAP KGADK7GRW18    2S                            18025N        T00553                                                    
S,USA,P,G,KGAD,RW36,04806,0032,N33580920,W086050959,,00553,0000,40,100,,,SUSAP KGADK7GRW36    1048060032 N33580920W086050959         +0139600553000040100      0000                                 ,S,Simulation application continuation,SUSAP KGADK7GRW36    2S                            00025N        T00555                                                    
S,USA,P,G,KHAO,RW11,05500,1153,N39215900,W084315182,,00632,0000,40,100,,,SUSAP KHAOK5GRW11    1055001153 N39215900W084315182         +0158900632000040100      0000                                 ,S,Simulation application continuation,SUSAP KHAOK5GRW11    2S                            11037N        T00632                                                    
S,USA,P,G,KHAO,RW29,05500,2953,N39214007,W084304618,,00619,0000,46,100,IRQF,,SUSAP KHAOK5GRW29    1055002953 N39214007W084304618         +0155000619000046100 IRQF 0000                                 ,S,Simulation application continuation,SUSAP KHAOK5GRW29    2S                            29038N        T00619                                                    
S,USA,P,G,KMDW,RW13C,06522,1375,N41472651,W087453542,,00608,0463,46,150,IMDW,,SUSAP KMDWK5GRW13C   1065221375 N41472651W087453542         +0151900608046346150 IMDW 0000                                 ,S,Simulation application continuation,SUSAP KMDWK5GRW13C   2S                            13355N        T00611                                                    
S,USA,P,G,KMDW,RW31C,06522,3175,N41465000,W087444412,,00612,0696,48,150,IMXT,,SUSAP KMDWK5GRW31C   1065223175 N41465000W087444412         +0153100612069648150 IMXT 0000                                 ,S,Simulation application continuation,SUSAP KMDWK5GRW31C   2S                            31356N        T00613                                                    
S,USA,P,G,KSSF,RW09,05000,0945,N29201780,W098284642,,00577,0450,50,100,,,SUSAP KSSFK4GRW09    1050000945 N29201780W098284642               00577045050100      0000                                 ,S,Simulation application continuation,SUSAP KSSFK4GRW09    2S                            10253N        T00577                                                    
S,USA,P,G,KSSF,RW27,05000,2745,N29200803,W098275623,,00565,0000,50,100,,,SUSAP KSSFK4GRW27    1050002745 N29200803W098275623               00565000050100      0000                                 ,S,Simulation application continuation,SUSAP KSSFK4GRW27    2S                            28253N        T00570                                                    
S,USA,P,G,KVAD,RW18L,09300,1834,N30585459,W083112691,-0300,00233,0000,49,150,IVAD,,SUSAP KVADK7GRW18L   1093001834 N30585459W083112691-0300          00233000049150 IVAD 0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW18L   2S                            18048Y        T00233                                                    
S,USA,P,G,KVAD,RW18R,08002,1834,N30584547,W083114280,-0100,00231,0000,49,150,,,SUSAP KVADK7GRW18R   1080021834 N30584547W083114280-0100    +0041600231000049150      0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW18R   2S                            18047Y        T00231                                                    
S,USA,P,G,KVAD,RW36L,08002,0034,N30572628,W083114355,+0100,00221,0000,59,150,,,SUSAP KVADK7GRW36L   1080020034 N30572628W083114355+0100    +0038500221000059150      0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW36L   2S                            00047Y        T00225                                                    
S,USA,P,G,KVAD,RW36R,09300,0034,N30572255,W083112781,+0300,00206,0000,55,150,IMDG,,SUSAP KVADK7GRW36R   1093000034 N30572255W083112781+0300          00206000055150 IMDG 0000                                 ,S,Simulation application continuation,SUSAP KVADK7GRW36R   2S                            00048Y        T00217                                                    
S,USA,P,G,L54,RW11,02500,1042,N32572638,W116175392,,01220,0000,40,060,,,SUSAP L54 K2GRW11    1025001042 N32572638W116175392               01220000040060      0000                                 ,S,Simulation application continuation,SUSAP L54 K2GRW11    2S                            11822N        A01220                                                    
S,USA,P,G,L54,RW29,02500,2842,N32571468,W116172806,,01220,0000,40,060,,,SUSAP L54 K2GRW29    1025002842 N32571468W116172806               01220000040060      0000                                 ,S,Simulation application continuation,SUSAP L54 K2GRW29    2S                            29822N        A01220                                                    
S,USA,P,G,O81,RW11,03577,1111,N41533750,W121215669,,04040,0000,50,044,,,SUSAP O81 K2GRW11    1035771111 N41533750W121215669               04040000050044      0000                                 ,S,Simulation application continuation,SUSAP O81 K2GRW11    2S                            12919N        L04040                                                    
S,USA,P,G,O81,RW29,03577,2912,N41531516,W121212003,,04044,0000,50,044,,,SUSAP O81 K2GRW29    1035772912 N41531516W121212003               04044000050044      0000                                 ,S,Simulation application continuation,SUSAP O81 K2GRW29    2S                            30920N        A04044                                                    
S,USA,P,G,U01,RW03,04900,0364,N42473529,W112495640,,04413,0000,50,050,,,SUSAP U01 K1GRW03    1049000364 N42473529W112495640               04413000050050      0000                                 ,S,Simulation application continuation,SUSAP U01 K1GRW03    2S                            05160N        T04419                                                    
S,USA,P,G,U01,RW21,04900,2164,N42480537,W112490493,,04413,0000,50,050,,,SUSAP U01 K1GRW21    1049002164 N42480537W112490493               04413000050050      0000                                 ,S,Simulation application continuation,SUSAP U01 K1GRW21    2S                            23160N        T04419                                                    
S,USA,P,G,U42,RW16,05862,1584,N40373907,W111593940,,04603,0000,40,100,,,SUSAP U42 K2GRW16    1058621584 N40373907W111593940               04603000040100      0000                                 ,S,Simulation application continuation,SUSAP U42 K2GRW16    2S                            17244N        T04607                                                    
S,USA,P,G,U42,RW34,05862,3384,N40364166,W111592940,,04602,0000,58,100,,,SUSAP U42 K2GRW34    1058623384 N40364166W111592940         +1385404602000058100      0000                                 ,S,Simulation application continuation,SUSAP U42 K2GRW34    2S                            35244N        T04606                                                    
